-------- MisiSeqMS Start -------
File:C:\Users\patch\OneDrive\Documents\VisualStudio2022\Projects\MidiSeqMS\MusicStudioSongFiles\MusicStudio\PRELUDE.SNG has 2714 Bytes
==== PROCESS->Added 2 Objects
    Note:74 EVENT:57 Tick:3 State:2  *Ticks:768
    Note:59 EVENT:57 Tick:3 State:2  *Ticks:768
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:57 Tick:2 State:3  *Ticks:769
    Note:59 EVENT:57 Tick:2 State:3  *Ticks:769
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:57 Tick:1 State:3  *Ticks:770
    Note:59 EVENT:57 Tick:1 State:3  *Ticks:770
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:57 Tick:0 State:4  *Ticks:771
   ---- Note Timed Out: Pitch:74 Ticks:0
    Note:59 EVENT:57 Tick:0 State:4  *Ticks:771
   ---- Note Timed Out: Pitch:59 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:23 State:2  *Ticks:772
    Note:60 EVENT:58 Tick:23 State:2  *Ticks:772
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:22 State:2  *Ticks:773
    Note:60 EVENT:58 Tick:22 State:2  *Ticks:773
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:21 State:2  *Ticks:774
    Note:60 EVENT:58 Tick:21 State:2  *Ticks:774
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:20 State:2  *Ticks:775
    Note:60 EVENT:58 Tick:20 State:2  *Ticks:775
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:19 State:2  *Ticks:776
    Note:60 EVENT:58 Tick:19 State:2  *Ticks:776
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:18 State:2  *Ticks:777
    Note:60 EVENT:58 Tick:18 State:2  *Ticks:777
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:17 State:2  *Ticks:778
    Note:60 EVENT:58 Tick:17 State:2  *Ticks:778
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:16 State:2  *Ticks:779
    Note:60 EVENT:58 Tick:16 State:2  *Ticks:779
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:15 State:2  *Ticks:780
    Note:60 EVENT:58 Tick:15 State:2  *Ticks:780
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:14 State:2  *Ticks:781
    Note:60 EVENT:58 Tick:14 State:2  *Ticks:781
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:13 State:2  *Ticks:782
    Note:60 EVENT:58 Tick:13 State:2  *Ticks:782
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:12 State:2  *Ticks:783
    Note:60 EVENT:58 Tick:12 State:2  *Ticks:783
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:11 State:2  *Ticks:784
    Note:60 EVENT:58 Tick:11 State:2  *Ticks:784
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:10 State:2  *Ticks:785
    Note:60 EVENT:58 Tick:10 State:2  *Ticks:785
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:9 State:2  *Ticks:786
    Note:60 EVENT:58 Tick:9 State:2  *Ticks:786
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:8 State:2  *Ticks:787
    Note:60 EVENT:58 Tick:8 State:2  *Ticks:787
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:7 State:2  *Ticks:788
    Note:60 EVENT:58 Tick:7 State:2  *Ticks:788
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:6 State:2  *Ticks:789
    Note:60 EVENT:58 Tick:6 State:2  *Ticks:789
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:5 State:2  *Ticks:790
    Note:60 EVENT:58 Tick:5 State:2  *Ticks:790
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:4 State:2  *Ticks:791
    Note:60 EVENT:58 Tick:4 State:2  *Ticks:791
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:3 State:2  *Ticks:792
    Note:60 EVENT:58 Tick:3 State:2  *Ticks:792
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:2 State:3  *Ticks:793
    Note:60 EVENT:58 Tick:2 State:3  *Ticks:793
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:1 State:3  *Ticks:794
    Note:60 EVENT:58 Tick:1 State:3  *Ticks:794
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:58 Tick:0 State:4  *Ticks:795
   ---- Note Timed Out: Pitch:76 Ticks:0
    Note:60 EVENT:58 Tick:0 State:4  *Ticks:795
   ---- Note Timed Out: Pitch:60 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:11 State:2  *Ticks:796
    Note:55 EVENT:59 Tick:23 State:2  *Ticks:796
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:10 State:2  *Ticks:797
    Note:55 EVENT:59 Tick:22 State:2  *Ticks:797
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:9 State:2  *Ticks:798
    Note:55 EVENT:59 Tick:21 State:2  *Ticks:798
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:8 State:2  *Ticks:799
    Note:55 EVENT:59 Tick:20 State:2  *Ticks:799
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:7 State:2  *Ticks:800
    Note:55 EVENT:59 Tick:19 State:2  *Ticks:800
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:6 State:2  *Ticks:801
    Note:55 EVENT:59 Tick:18 State:2  *Ticks:801
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:5 State:2  *Ticks:802
    Note:55 EVENT:59 Tick:17 State:2  *Ticks:802
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:4 State:2  *Ticks:803
    Note:55 EVENT:59 Tick:16 State:2  *Ticks:803
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:3 State:2  *Ticks:804
    Note:55 EVENT:59 Tick:15 State:2  *Ticks:804
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:2 State:3  *Ticks:805
    Note:55 EVENT:59 Tick:14 State:2  *Ticks:805
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:1 State:3  *Ticks:806
    Note:55 EVENT:59 Tick:13 State:2  *Ticks:806
---- PLAY QUEUE: Total Objects:2
    Note:74 EVENT:59 Tick:0 State:4  *Ticks:807
   ---- Note Timed Out: Pitch:74 Ticks:0
    Note:55 EVENT:59 Tick:12 State:2  *Ticks:807
==== PROCESS->Added 1 Objects
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:11 State:2  *Ticks:808
    Note:76 EVENT:60 Tick:11 State:2  *Ticks:808
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:10 State:2  *Ticks:809
    Note:76 EVENT:60 Tick:10 State:2  *Ticks:809
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:9 State:2  *Ticks:810
    Note:76 EVENT:60 Tick:9 State:2  *Ticks:810
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:8 State:2  *Ticks:811
    Note:76 EVENT:60 Tick:8 State:2  *Ticks:811
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:7 State:2  *Ticks:812
    Note:76 EVENT:60 Tick:7 State:2  *Ticks:812
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:6 State:2  *Ticks:813
    Note:76 EVENT:60 Tick:6 State:2  *Ticks:813
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:5 State:2  *Ticks:814
    Note:76 EVENT:60 Tick:5 State:2  *Ticks:814
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:4 State:2  *Ticks:815
    Note:76 EVENT:60 Tick:4 State:2  *Ticks:815
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:3 State:2  *Ticks:816
    Note:76 EVENT:60 Tick:3 State:2  *Ticks:816
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:2 State:3  *Ticks:817
    Note:76 EVENT:60 Tick:2 State:3  *Ticks:817
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:1 State:3  *Ticks:818
    Note:76 EVENT:60 Tick:1 State:3  *Ticks:818
---- PLAY QUEUE: Total Objects:2
    Note:55 EVENT:59 Tick:0 State:4  *Ticks:819
   ---- Note Timed Out: Pitch:55 Ticks:0
    Note:76 EVENT:60 Tick:0 State:4  *Ticks:819
   ---- Note Timed Out: Pitch:76 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:23 State:2  *Ticks:820
    Note:57 EVENT:61 Tick:23 State:2  *Ticks:820
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:22 State:2  *Ticks:821
    Note:57 EVENT:61 Tick:22 State:2  *Ticks:821
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:21 State:2  *Ticks:822
    Note:57 EVENT:61 Tick:21 State:2  *Ticks:822
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:20 State:2  *Ticks:823
    Note:57 EVENT:61 Tick:20 State:2  *Ticks:823
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:19 State:2  *Ticks:824
    Note:57 EVENT:61 Tick:19 State:2  *Ticks:824
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:18 State:2  *Ticks:825
    Note:57 EVENT:61 Tick:18 State:2  *Ticks:825
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:17 State:2  *Ticks:826
    Note:57 EVENT:61 Tick:17 State:2  *Ticks:826
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:16 State:2  *Ticks:827
    Note:57 EVENT:61 Tick:16 State:2  *Ticks:827
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:15 State:2  *Ticks:828
    Note:57 EVENT:61 Tick:15 State:2  *Ticks:828
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:14 State:2  *Ticks:829
    Note:57 EVENT:61 Tick:14 State:2  *Ticks:829
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:13 State:2  *Ticks:830
    Note:57 EVENT:61 Tick:13 State:2  *Ticks:830
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:12 State:2  *Ticks:831
    Note:57 EVENT:61 Tick:12 State:2  *Ticks:831
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:11 State:2  *Ticks:832
    Note:57 EVENT:61 Tick:11 State:2  *Ticks:832
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:10 State:2  *Ticks:833
    Note:57 EVENT:61 Tick:10 State:2  *Ticks:833
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:9 State:2  *Ticks:834
    Note:57 EVENT:61 Tick:9 State:2  *Ticks:834
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:8 State:2  *Ticks:835
    Note:57 EVENT:61 Tick:8 State:2  *Ticks:835
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:7 State:2  *Ticks:836
    Note:57 EVENT:61 Tick:7 State:2  *Ticks:836
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:6 State:2  *Ticks:837
    Note:57 EVENT:61 Tick:6 State:2  *Ticks:837
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:5 State:2  *Ticks:838
    Note:57 EVENT:61 Tick:5 State:2  *Ticks:838
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:4 State:2  *Ticks:839
    Note:57 EVENT:61 Tick:4 State:2  *Ticks:839
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:3 State:2  *Ticks:840
    Note:57 EVENT:61 Tick:3 State:2  *Ticks:840
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:2 State:3  *Ticks:841
    Note:57 EVENT:61 Tick:2 State:3  *Ticks:841
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:1 State:3  *Ticks:842
    Note:57 EVENT:61 Tick:1 State:3  *Ticks:842
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:61 Tick:0 State:4  *Ticks:843
   ---- Note Timed Out: Pitch:77 Ticks:0
    Note:57 EVENT:61 Tick:0 State:4  *Ticks:843
   ---- Note Timed Out: Pitch:57 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:11 State:2  *Ticks:844
    Note:55 EVENT:62 Tick:11 State:2  *Ticks:844
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:10 State:2  *Ticks:845
    Note:55 EVENT:62 Tick:10 State:2  *Ticks:845
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:9 State:2  *Ticks:846
    Note:55 EVENT:62 Tick:9 State:2  *Ticks:846
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:8 State:2  *Ticks:847
    Note:55 EVENT:62 Tick:8 State:2  *Ticks:847
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:7 State:2  *Ticks:848
    Note:55 EVENT:62 Tick:7 State:2  *Ticks:848
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:6 State:2  *Ticks:849
    Note:55 EVENT:62 Tick:6 State:2  *Ticks:849
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:5 State:2  *Ticks:850
    Note:55 EVENT:62 Tick:5 State:2  *Ticks:850
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:4 State:2  *Ticks:851
    Note:55 EVENT:62 Tick:4 State:2  *Ticks:851
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:3 State:2  *Ticks:852
    Note:55 EVENT:62 Tick:3 State:2  *Ticks:852
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:2 State:3  *Ticks:853
    Note:55 EVENT:62 Tick:2 State:3  *Ticks:853
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:1 State:3  *Ticks:854
    Note:55 EVENT:62 Tick:1 State:3  *Ticks:854
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:62 Tick:0 State:4  *Ticks:855
   ---- Note Timed Out: Pitch:76 Ticks:0
    Note:55 EVENT:62 Tick:0 State:4  *Ticks:855
   ---- Note Timed Out: Pitch:55 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:11 State:2  *Ticks:856
    Note:53 EVENT:63 Tick:11 State:2  *Ticks:856
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:10 State:2  *Ticks:857
    Note:53 EVENT:63 Tick:10 State:2  *Ticks:857
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:9 State:2  *Ticks:858
    Note:53 EVENT:63 Tick:9 State:2  *Ticks:858
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:8 State:2  *Ticks:859
    Note:53 EVENT:63 Tick:8 State:2  *Ticks:859
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:7 State:2  *Ticks:860
    Note:53 EVENT:63 Tick:7 State:2  *Ticks:860
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:6 State:2  *Ticks:861
    Note:53 EVENT:63 Tick:6 State:2  *Ticks:861
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:5 State:2  *Ticks:862
    Note:53 EVENT:63 Tick:5 State:2  *Ticks:862
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:4 State:2  *Ticks:863
    Note:53 EVENT:63 Tick:4 State:2  *Ticks:863
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:3 State:2  *Ticks:864
    Note:53 EVENT:63 Tick:3 State:2  *Ticks:864
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:2 State:3  *Ticks:865
    Note:53 EVENT:63 Tick:2 State:3  *Ticks:865
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:1 State:3  *Ticks:866
    Note:53 EVENT:63 Tick:1 State:3  *Ticks:866
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:63 Tick:0 State:4  *Ticks:867
   ---- Note Timed Out: Pitch:77 Ticks:0
    Note:53 EVENT:63 Tick:0 State:4  *Ticks:867
   ---- Note Timed Out: Pitch:53 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:11 State:2  *Ticks:868
    Note:52 EVENT:64 Tick:11 State:2  *Ticks:868
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:10 State:2  *Ticks:869
    Note:52 EVENT:64 Tick:10 State:2  *Ticks:869
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:9 State:2  *Ticks:870
    Note:52 EVENT:64 Tick:9 State:2  *Ticks:870
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:8 State:2  *Ticks:871
    Note:52 EVENT:64 Tick:8 State:2  *Ticks:871
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:7 State:2  *Ticks:872
    Note:52 EVENT:64 Tick:7 State:2  *Ticks:872
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:6 State:2  *Ticks:873
    Note:52 EVENT:64 Tick:6 State:2  *Ticks:873
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:5 State:2  *Ticks:874
    Note:52 EVENT:64 Tick:5 State:2  *Ticks:874
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:4 State:2  *Ticks:875
    Note:52 EVENT:64 Tick:4 State:2  *Ticks:875
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:3 State:2  *Ticks:876
    Note:52 EVENT:64 Tick:3 State:2  *Ticks:876
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:2 State:3  *Ticks:877
    Note:52 EVENT:64 Tick:2 State:3  *Ticks:877
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:1 State:3  *Ticks:878
    Note:52 EVENT:64 Tick:1 State:3  *Ticks:878
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:64 Tick:0 State:4  *Ticks:879
   ---- Note Timed Out: Pitch:79 Ticks:0
    Note:52 EVENT:64 Tick:0 State:4  *Ticks:879
   ---- Note Timed Out: Pitch:52 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:11 State:2  *Ticks:880
    Note:48 EVENT:65 Tick:11 State:2  *Ticks:880
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:10 State:2  *Ticks:881
    Note:48 EVENT:65 Tick:10 State:2  *Ticks:881
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:9 State:2  *Ticks:882
    Note:48 EVENT:65 Tick:9 State:2  *Ticks:882
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:8 State:2  *Ticks:883
    Note:48 EVENT:65 Tick:8 State:2  *Ticks:883
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:7 State:2  *Ticks:884
    Note:48 EVENT:65 Tick:7 State:2  *Ticks:884
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:6 State:2  *Ticks:885
    Note:48 EVENT:65 Tick:6 State:2  *Ticks:885
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:5 State:2  *Ticks:886
    Note:48 EVENT:65 Tick:5 State:2  *Ticks:886
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:4 State:2  *Ticks:887
    Note:48 EVENT:65 Tick:4 State:2  *Ticks:887
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:3 State:2  *Ticks:888
    Note:48 EVENT:65 Tick:3 State:2  *Ticks:888
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:2 State:3  *Ticks:889
    Note:48 EVENT:65 Tick:2 State:3  *Ticks:889
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:1 State:3  *Ticks:890
    Note:48 EVENT:65 Tick:1 State:3  *Ticks:890
---- PLAY QUEUE: Total Objects:2
    Note:76 EVENT:65 Tick:0 State:4  *Ticks:891
   ---- Note Timed Out: Pitch:76 Ticks:0
    Note:48 EVENT:65 Tick:0 State:4  *Ticks:891
   ---- Note Timed Out: Pitch:48 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:11 State:2  *Ticks:892
    Note:50 EVENT:66 Tick:11 State:2  *Ticks:892
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:10 State:2  *Ticks:893
    Note:50 EVENT:66 Tick:10 State:2  *Ticks:893
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:9 State:2  *Ticks:894
    Note:50 EVENT:66 Tick:9 State:2  *Ticks:894
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:8 State:2  *Ticks:895
    Note:50 EVENT:66 Tick:8 State:2  *Ticks:895
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:7 State:2  *Ticks:896
    Note:50 EVENT:66 Tick:7 State:2  *Ticks:896
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:6 State:2  *Ticks:897
    Note:50 EVENT:66 Tick:6 State:2  *Ticks:897
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:5 State:2  *Ticks:898
    Note:50 EVENT:66 Tick:5 State:2  *Ticks:898
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:4 State:2  *Ticks:899
    Note:50 EVENT:66 Tick:4 State:2  *Ticks:899
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:3 State:2  *Ticks:900
    Note:50 EVENT:66 Tick:3 State:2  *Ticks:900
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:2 State:3  *Ticks:901
    Note:50 EVENT:66 Tick:2 State:3  *Ticks:901
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:1 State:3  *Ticks:902
    Note:50 EVENT:66 Tick:1 State:3  *Ticks:902
---- PLAY QUEUE: Total Objects:2
    Note:77 EVENT:66 Tick:0 State:4  *Ticks:903
   ---- Note Timed Out: Pitch:77 Ticks:0
    Note:50 EVENT:66 Tick:0 State:4  *Ticks:903
   ---- Note Timed Out: Pitch:50 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:11 State:2  *Ticks:904
    Note:52 EVENT:67 Tick:11 State:2  *Ticks:904
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:10 State:2  *Ticks:905
    Note:52 EVENT:67 Tick:10 State:2  *Ticks:905
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:9 State:2  *Ticks:906
    Note:52 EVENT:67 Tick:9 State:2  *Ticks:906
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:8 State:2  *Ticks:907
    Note:52 EVENT:67 Tick:8 State:2  *Ticks:907
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:7 State:2  *Ticks:908
    Note:52 EVENT:67 Tick:7 State:2  *Ticks:908
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:6 State:2  *Ticks:909
    Note:52 EVENT:67 Tick:6 State:2  *Ticks:909
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:5 State:2  *Ticks:910
    Note:52 EVENT:67 Tick:5 State:2  *Ticks:910
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:4 State:2  *Ticks:911
    Note:52 EVENT:67 Tick:4 State:2  *Ticks:911
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:3 State:2  *Ticks:912
    Note:52 EVENT:67 Tick:3 State:2  *Ticks:912
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:2 State:3  *Ticks:913
    Note:52 EVENT:67 Tick:2 State:3  *Ticks:913
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:1 State:3  *Ticks:914
    Note:52 EVENT:67 Tick:1 State:3  *Ticks:914
---- PLAY QUEUE: Total Objects:2
    Note:79 EVENT:67 Tick:0 State:4  *Ticks:915
   ---- Note Timed Out: Pitch:79 Ticks:0
    Note:52 EVENT:67 Tick:0 State:4  *Ticks:915
   ---- Note Timed Out: Pitch:52 Ticks:0
==== PROCESS->Added 2 Objects
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:11 State:2  *Ticks:916
    Note:53 EVENT:68 Tick:11 State:2  *Ticks:916
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:10 State:2  *Ticks:917
    Note:53 EVENT:68 Tick:10 State:2  *Ticks:917
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:9 State:2  *Ticks:918
    Note:53 EVENT:68 Tick:9 State:2  *Ticks:918
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:8 State:2  *Ticks:919
    Note:53 EVENT:68 Tick:8 State:2  *Ticks:919
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:7 State:2  *Ticks:920
    Note:53 EVENT:68 Tick:7 State:2  *Ticks:920
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:6 State:2  *Ticks:921
    Note:53 EVENT:68 Tick:6 State:2  *Ticks:921
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:5 State:2  *Ticks:922
    Note:53 EVENT:68 Tick:5 State:2  *Ticks:922
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:4 State:2  *Ticks:923
    Note:53 EVENT:68 Tick:4 State:2  *Ticks:923
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:3 State:2  *Ticks:924
    Note:53 EVENT:68 Tick:3 State:2  *Ticks:924
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:2 State:3  *Ticks:925
    Note:53 EVENT:68 Tick:2 State:3  *Ticks:925
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:1 State:3  *Ticks:926
    Note:53 EVENT:68 Tick:1 State:3  *Ticks:926
---- PLAY QUEUE: Total Objects:2
    Note:81 EVENT:68 Tick:0 State:4  *Ticks:927
   ---- Note Timed Out: Pitch:81 Ticks:0
    Note:53 EVENT:68 Tick:0 State:4  *Ticks:927
   ---- Note Timed Out: Pitch:53 Ticks:0
